id_avaliador,id_filme_TMDB,nota
rottentomatoes,17264,9.0
imdb,23023,5.0
tmdb,23023,5.5
imdb,9441,6.8
tmdb,9441,7.1
rottentomatoes,9441,4.5
imdb,9040,7.7
tmdb,9040,7.6
rottentomatoes,9040,9.0
imdb,4858,5.9
tmdb,4858,6.0
rottentomatoes,4858,1.9
imdb,10503,7.0
tmdb,10503,6.6
rottentomatoes,10503,9.2
imdb,11531,4.0
tmdb,11531,4.2
imdb,4133,7.6
tmdb,4133,7.4
rottentomatoes,4133,5.5
imdb,448119,5.6
tmdb,448119,6.8
rottentomatoes,448119,1.4
imdb,438058,6.6
tmdb,438058,6.4
imdb,4104,7.2
tmdb,4104,7.0
rottentomatoes,4104,7.6
imdb,14557,6.0
tmdb,14557,5.5
rottentomatoes,14557,1.5
imdb,9277,8.3
tmdb,9277,8.0
rottentomatoes,9277,9.4
imdb,157433,5.7
tmdb,157433,5.7
rottentomatoes,157433,5.8
imdb,22824,5.9
tmdb,22824,6.2
rottentomatoes,22824,1.8
imdb,9776,5.5
tmdb,9776,5.5
rottentomatoes,9776,3.0
imdb,1417,8.2
tmdb,1417,7.7
imdb,249660,4.7
tmdb,249660,6.0
rottentomatoes,249660,1.2
imdb,9669,5.9
tmdb,9669,5.8
imdb,124905,6.4
tmdb,124905,6.2
rottentomatoes,124905,7.6
imdb,10142,7.1
tmdb,10142,7.1
rottentomatoes,10142,8.3
imdb,25221,6.4
tmdb,25221,6.5
rottentomatoes,25221,4.3
imdb,16766,5.6
tmdb,16766,5.0
imdb,290098,8.1
tmdb,290098,8.3
imdb,622831,6.7
tmdb,622831,5.7
imdb,43593,5.4
tmdb,43593,5.4
imdb,259694,6.1
tmdb,259694,6.2
imdb,3179,6.8
tmdb,3179,6.5
imdb,128,8.4
tmdb,128,8.4
imdb,754,7.2
tmdb,754,7.0
rottentomatoes,754,9.2
imdb,400155,6.3
tmdb,400155,6.9
rottentomatoes,400155,6.2
imdb,9824,6.1
tmdb,9824,5.7
rottentomatoes,9824,6.1
imdb,9473,7.7
tmdb,9473,7.2
rottentomatoes,9473,8.0
imdb,282631,7.1
tmdb,282631,7.1
imdb,67675,5.5
tmdb,67675,7.4
imdb,11351,5.6
tmdb,11351,6.0
rottentomatoes,11351,2.4
imdb,11817,5.5
tmdb,11817,5.5
rottentomatoes,11817,2.3
imdb,71805,6.7
tmdb,71805,6.7
imdb,10952,6.7
tmdb,10952,6.6
rottentomatoes,10952,7.7
imdb,4824,6.4
tmdb,4824,6.3
rottentomatoes,4824,2.3
imdb,371645,7.9
tmdb,371645,7.7
rottentomatoes,371645,9.6
imdb,308531,6.0
tmdb,308531,6.0
rottentomatoes,308531,3.7
imdb,35,7.3
tmdb,35,7.0
rottentomatoes,35,8.8
imdb,4398,5.1
tmdb,4398,5.8
imdb,3036,6.4
tmdb,3036,6.4
rottentomatoes,3036,3.8
imdb,415358,8.1
tmdb,415358,7.5
imdb,335832,5.5
tmdb,335832,6.8
imdb,59981,5.1
tmdb,59981,6.1
imdb,57119,5.7
tmdb,57119,6.1
rottentomatoes,57119,5.8
imdb,374720,7.8
tmdb,374720,7.5
rottentomatoes,374720,9.2
imdb,62213,6.2
tmdb,62213,6.0
rottentomatoes,62213,3.6
imdb,14564,4.5
tmdb,14564,5.0
rottentomatoes,14564,0.8
imdb,147773,7.4
tmdb,147773,7.1
rottentomatoes,147773,8.4
imdb,11307,7.2
tmdb,11307,6.8
rottentomatoes,11307,7.4
imdb,9757,4.1
tmdb,9757,5.6
rottentomatoes,9757,0.9
imdb,47931,8.0
tmdb,47931,7.9
imdb,5852,5.7
tmdb,5852,6.1
rottentomatoes,5852,3.3
imdb,1927,5.6
tmdb,1927,5.5
rottentomatoes,1927,6.2
imdb,10386,8.0
tmdb,10386,7.9
rottentomatoes,10386,9.6
imdb,10528,7.6
tmdb,10528,7.2
rottentomatoes,10528,6.9
imdb,14688,5.8
tmdb,14688,5.4
imdb,21349,6.2
tmdb,21349,6.1
imdb,25793,7.3
tmdb,25793,7.4
imdb,228205,7.1
tmdb,228205,7.6
rottentomatoes,228205,3.1
imdb,8079,6.7
tmdb,8079,7.0
imdb,459151,5.9
tmdb,459151,7.7
imdb,11931,6.4
tmdb,11931,6.1
rottentomatoes,11931,7.5
imdb,33258,5.3
tmdb,33258,4.9
rottentomatoes,33258,2.0
imdb,41233,6.2
tmdb,41233,6.8
imdb,9681,6.5
tmdb,9681,6.5
rottentomatoes,9681,4.3
imdb,14347,5.8
tmdb,14347,5.8
rottentomatoes,14347,0.8
imdb,70436,6.4
tmdb,70436,6.3
rottentomatoes,70436,2.2
imdb,10229,7.3
tmdb,10229,7.7
rottentomatoes,10229,2.7
imdb,277685,5.5
tmdb,277685,5.5
imdb,10681,8.4
tmdb,10681,8.1
imdb,451480,7.4
tmdb,451480,7.5
imdb,8265,7.1
tmdb,8265,6.7
imdb,11228,5.9
tmdb,11228,6.1
rottentomatoes,11228,2.7
imdb,238,9.2
tmdb,238,8.7
rottentomatoes,238,9.8
imdb,33644,5.7
tmdb,33644,5.9
rottentomatoes,33644,5.0
imdb,13691,6.2
tmdb,13691,6.7
rottentomatoes,13691,7.0
imdb,7553,6.7
tmdb,7553,6.3
imdb,265712,7.5
tmdb,265712,7.3
imdb,1850,7.4
tmdb,1850,7.3
rottentomatoes,1850,6.3
imdb,140300,7.1
tmdb,140300,6.8
rottentomatoes,140300,8.7
imdb,106747,5.6
tmdb,106747,5.6
rottentomatoes,106747,2.9
imdb,238636,6.4
tmdb,238636,6.7
rottentomatoes,238636,5.7
imdb,4688,7.3
tmdb,4688,7.2
rottentomatoes,4688,5.3
imdb,11442,4.0
tmdb,11442,4.6
rottentomatoes,11442,1.2
imdb,508,7.6
tmdb,508,7.1
rottentomatoes,508,6.4
imdb,290512,6.4
tmdb,290512,6.6
rottentomatoes,290512,3.8
imdb,329263,6.0
tmdb,329263,6.5
imdb,20737,5.3
tmdb,20737,5.5
rottentomatoes,20737,4.5
imdb,144340,5.7
tmdb,144340,5.6
rottentomatoes,144340,3.8
imdb,33,8.2
tmdb,33,7.9
rottentomatoes,33,9.6
imdb,9042,5.1
tmdb,9042,5.3
rottentomatoes,9042,1.2
imdb,11135,6.9
tmdb,11135,6.7
rottentomatoes,11135,7.0
imdb,280,8.5
tmdb,280,8.1
rottentomatoes,280,9.3
imdb,423626,4.0
tmdb,423626,1.0
imdb,10008,5.1
tmdb,10008,5.6
imdb,10411,5.9
tmdb,10411,6.1
imdb,300669,7.1
tmdb,300669,7.0
rottentomatoes,300669,8.8
imdb,12106,6.5
tmdb,12106,6.5
rottentomatoes,12106,5.9
imdb,329440,4.8
tmdb,329440,5.2
rottentomatoes,329440,1.0
imdb,368006,7.9
tmdb,368006,7.3
imdb,334533,7.9
tmdb,334533,7.9
rottentomatoes,334533,8.3
imdb,9569,5.8
tmdb,9569,6.0
rottentomatoes,9569,3.8
imdb,2309,6.1
tmdb,2309,6.3
imdb,257091,6.0
tmdb,257091,6.0
rottentomatoes,257091,2.8
imdb,5139,6.9
tmdb,5139,6.5
imdb,184315,6.0
tmdb,184315,5.7
rottentomatoes,184315,5.8
imdb,82525,6.5
tmdb,82525,6.3
rottentomatoes,82525,5.0
imdb,6973,7.1
tmdb,6973,6.8
rottentomatoes,6973,7.4
imdb,280928,4.4
tmdb,280928,4.7
imdb,31203,7.1
tmdb,31203,6.0
imdb,9954,5.3
tmdb,9954,5.5
rottentomatoes,9954,0.4
imdb,25196,7.2
tmdb,25196,6.9
rottentomatoes,25196,9.0
imdb,63030,5.5
tmdb,63030,6.6
imdb,102899,7.3
tmdb,102899,7.1
rottentomatoes,102899,8.3
imdb,9754,5.8
tmdb,9754,5.8
rottentomatoes,9754,1.8
imdb,12096,5.7
tmdb,12096,5.9
rottentomatoes,12096,2.1
imdb,834,6.7
tmdb,834,6.6
rottentomatoes,834,1.7
imdb,35588,6.5
tmdb,35588,6.3
imdb,82507,6.8
tmdb,82507,6.8
rottentomatoes,82507,6.3
imdb,166428,7.5
tmdb,166428,7.8
rottentomatoes,166428,9.0
imdb,184155,7.5
tmdb,184155,7.2
imdb,338766,7.6
tmdb,338766,7.3
rottentomatoes,338766,9.7
imdb,290250,7.4
tmdb,290250,7.1
rottentomatoes,290250,9.2
imdb,786,7.9
tmdb,786,7.5
rottentomatoes,786,8.9
imdb,34549,5.4
tmdb,34549,5.5
rottentomatoes,34549,2.9
imdb,440472,7.0
tmdb,440472,7.1
imdb,279641,6.6
tmdb,279641,6.2
rottentomatoes,279641,6.8
imdb,187,8.0
tmdb,187,7.4
rottentomatoes,187,7.7
imdb,515001,7.9
tmdb,515001,8.1
imdb,10523,6.3
tmdb,10523,6.1
rottentomatoes,10523,5.8
imdb,693,6.3
tmdb,693,6.2
rottentomatoes,693,3.9
imdb,436931,6.3
tmdb,436931,7.0
imdb,1683,5.6
tmdb,1683,5.7
rottentomatoes,1683,0.8
imdb,41211,6.7
tmdb,41211,6.6
imdb,68430,6.7
tmdb,68430,6.3
rottentomatoes,68430,3.6
imdb,41283,6.4
tmdb,41283,6.3
rottentomatoes,41283,4.2
imdb,136795,6.6
tmdb,136795,6.6
rottentomatoes,136795,6.6
imdb,8676,5.7
tmdb,8676,5.7
rottentomatoes,8676,1.1
imdb,39385,6.3
tmdb,39385,6.4
imdb,270654,4.3
tmdb,270654,4.3
imdb,1985,7.4
tmdb,1985,7.0
rottentomatoes,1985,8.3
imdb,152601,8.0
tmdb,152601,7.9
rottentomatoes,152601,9.5
imdb,10028,5.4
tmdb,10028,6.3
rottentomatoes,10028,2.1
imdb,2109,7.0
tmdb,2109,6.9
rottentomatoes,2109,6.1
imdb,232572,6.4
tmdb,232572,6.0
imdb,360920,6.3
tmdb,360920,6.8
rottentomatoes,360920,6.0
imdb,15301,6.5
tmdb,15301,6.5
rottentomatoes,15301,5.8
imdb,59440,8.1
tmdb,59440,7.8
rottentomatoes,59440,8.3
imdb,2899,6.7
tmdb,2899,7.4
imdb,133805,5.9
tmdb,133805,6.0
rottentomatoes,133805,5.0
imdb,196,7.4
tmdb,196,7.4
rottentomatoes,196,8.0
imdb,258230,7.5
tmdb,258230,7.2
imdb,9615,6.0
tmdb,9615,6.4
rottentomatoes,9615,3.7
imdb,9566,5.9
tmdb,9566,5.9
rottentomatoes,9566,3.7
imdb,146238,5.6
tmdb,146238,5.7
rottentomatoes,146238,0.8
imdb,9904,5.2
tmdb,9904,5.5
rottentomatoes,9904,1.9
imdb,131940,6.2
tmdb,131940,5.7
imdb,251,7.1
tmdb,251,7.2
rottentomatoes,251,7.4
imdb,544627,6.7
tmdb,544627,6.7
imdb,82700,4.8
tmdb,82700,5.2
rottentomatoes,82700,1.1
imdb,18133,6.5
tmdb,18133,6.3
rottentomatoes,18133,4.3
imdb,519010,7.5
tmdb,519010,7.5
imdb,1947,7.0
tmdb,1947,6.7
rottentomatoes,1947,5.2
imdb,463272,6.2
tmdb,463272,6.3
imdb,521777,6.7
tmdb,521777,6.9
rottentomatoes,521777,8.0
imdb,11386,7.3
tmdb,11386,6.9
rottentomatoes,11386,9.4
imdb,812,8.0
tmdb,812,7.6
rottentomatoes,812,9.5
imdb,13688,6.4
tmdb,13688,7.2
imdb,10665,6.2
tmdb,10665,6.1
rottentomatoes,10665,4.8
imdb,60159,7.3
tmdb,60159,7.6
imdb,5653,6.6
tmdb,5653,6.5
rottentomatoes,5653,4.5
imdb,10743,6.7
tmdb,10743,6.3
rottentomatoes,10743,6.9
imdb,8277,5.3
tmdb,8277,5.6
imdb,257344,5.5
tmdb,257344,5.7
rottentomatoes,257344,1.7
imdb,257445,6.3
tmdb,257445,6.3
rottentomatoes,257445,7.8
imdb,15489,5.1
tmdb,15489,5.1
rottentomatoes,15489,2.9
imdb,10021,6.5
tmdb,10021,6.4
rottentomatoes,10021,5.7
imdb,635302,8.3
tmdb,635302,8.4
imdb,14191,5.4
tmdb,14191,6.3
rottentomatoes,14191,5.1
imdb,49074,8.3
tmdb,49074,7.4
imdb,302401,7.3
tmdb,302401,7.1
rottentomatoes,302401,6.1
imdb,553604,6.0
tmdb,553604,6.5
imdb,9333,6.4
tmdb,9333,6.3
rottentomatoes,9333,3.7
imdb,9079,6.1
tmdb,9079,6.6
imdb,12150,6.8
tmdb,12150,6.7
rottentomatoes,12150,7.6
imdb,881,7.7
tmdb,881,7.5
rottentomatoes,881,8.3
imdb,5955,6.8
tmdb,5955,6.6
rottentomatoes,5955,7.8
imdb,172385,6.3
tmdb,172385,6.5
rottentomatoes,172385,4.8
imdb,46268,4.4
tmdb,46268,5.0
imdb,1248,6.2
tmdb,1248,6.2
rottentomatoes,1248,1.6
imdb,9969,5.0
tmdb,9969,5.5
rottentomatoes,9969,0.6
imdb,47277,7.0
tmdb,47277,6.8
tmdb,747121,10.0
imdb,623,7.5
tmdb,623,7.2
rottentomatoes,623,9.5
imdb,11086,6.9
tmdb,11086,6.7
rottentomatoes,11086,4.2
imdb,2119,6.1
tmdb,2119,6.3
rottentomatoes,2119,3.8
imdb,500378,6.2
tmdb,500378,6.0
imdb,6519,5.1
tmdb,6519,5.5
rottentomatoes,6519,1.4
imdb,764,7.5
tmdb,764,7.3
rottentomatoes,764,9.5
imdb,6961,6.2
tmdb,6961,6.8
rottentomatoes,6961,1.1
imdb,447856,7.9
tmdb,447856,7.4
imdb,22794,6.9
tmdb,22794,6.6
imdb,4518,7.4
tmdb,4518,7.2
rottentomatoes,4518,8.2
imdb,2977,7.0
tmdb,2977,7.3
rottentomatoes,2977,5.8
imdb,17927,6.1
tmdb,17927,6.1
imdb,53150,4.1
tmdb,53150,4.2
imdb,26842,8.2
tmdb,26842,7.3
imdb,55779,5.8
tmdb,55779,6.0
rottentomatoes,55779,6.2
imdb,354373,5.0
tmdb,354373,5.0
imdb,243,7.5
tmdb,243,7.2
rottentomatoes,243,9.1
imdb,65,7.1
tmdb,65,7.1
rottentomatoes,65,7.5
imdb,925,8.0
tmdb,925,7.8
rottentomatoes,925,9.3
imdb,11499,7.7
tmdb,11499,7.3
rottentomatoes,11499,9.3
imdb,540901,6.3
tmdb,540901,6.5
rottentomatoes,540901,8.7
imdb,1642,6.0
tmdb,1642,6.0
rottentomatoes,1642,4.1
imdb,6278,6.2
tmdb,6278,6.1
rottentomatoes,6278,4.2
imdb,295693,6.3
tmdb,295693,6.5
rottentomatoes,295693,5.3
imdb,17501,7.2
tmdb,17501,7.1
imdb,262340,4.3
tmdb,262340,5.2
imdb,26352,6.0
tmdb,26352,5.9
imdb,17610,4.9
tmdb,17610,4.9
rottentomatoes,17610,1.4
imdb,13369,6.0
tmdb,13369,6.1
rottentomatoes,13369,2.1
imdb,23805,5.8
tmdb,23805,5.9
rottentomatoes,23805,0.9
imdb,8963,7.3
tmdb,8963,7.2
rottentomatoes,8963,8.8
imdb,1997,7.0
tmdb,1997,7.2
imdb,121734,5.9
tmdb,121734,6.0
imdb,4251,7.8
tmdb,4251,7.4
imdb,11876,7.1
tmdb,11876,6.4
imdb,37056,6.5
tmdb,37056,7.0
rottentomatoes,37056,4.2
imdb,274167,6.2
tmdb,274167,6.2
rottentomatoes,274167,3.1
imdb,6623,6.0
tmdb,6623,6.0
rottentomatoes,6623,4.3
imdb,499028,7.7
tmdb,499028,8.2
imdb,9941,6.2
tmdb,9941,5.9
rottentomatoes,9941,7.9
imdb,16161,6.4
tmdb,16161,7.2
rottentomatoes,16161,7.1
imdb,625489,2.8
tmdb,625489,5.1
imdb,43959,7.0
tmdb,43959,7.1
rottentomatoes,43959,4.5
imdb,20504,6.9
tmdb,20504,6.8
rottentomatoes,20504,4.7
imdb,12154,6.1
tmdb,12154,6.1
imdb,60308,7.6
tmdb,60308,7.2
rottentomatoes,60308,9.4
imdb,375262,7.5
tmdb,375262,7.6
rottentomatoes,375262,9.3
imdb,48101,7.2
tmdb,48101,9.0
imdb,13937,6.1
tmdb,13937,6.0
rottentomatoes,13937,5.8
imdb,652,7.3
tmdb,652,7.1
rottentomatoes,652,5.4
imdb,9687,6.8
tmdb,9687,6.6
imdb,1722,5.9
tmdb,1722,5.9
rottentomatoes,1722,2.8
imdb,398929,6.5
tmdb,398929,6.5
imdb,11165,7.5
tmdb,11165,7.1
rottentomatoes,11165,5.5
imdb,175574,5.8
tmdb,175574,5.9
rottentomatoes,175574,2.0
imdb,670,8.4
tmdb,670,8.3
imdb,19724,5.6
tmdb,19724,6.0
rottentomatoes,19724,4.0
imdb,539537,4.9
tmdb,539537,6.0
rottentomatoes,539537,0.7
imdb,14306,7.1
tmdb,14306,7.2
rottentomatoes,14306,6.2
imdb,59962,6.3
tmdb,59962,6.1
rottentomatoes,59962,2.6
imdb,314,3.4
tmdb,314,4.6
rottentomatoes,314,0.9
imdb,863,7.9
tmdb,863,7.6
rottentomatoes,863,10.0
imdb,10122,6.9
tmdb,10122,7.0
rottentomatoes,10122,8.4
imdb,167073,7.5
tmdb,167073,7.3
rottentomatoes,167073,9.7
imdb,10779,7.1
tmdb,10779,6.9
rottentomatoes,10779,6.4
imdb,10007,5.1
tmdb,10007,5.4
rottentomatoes,10007,0.9
imdb,11252,4.6
tmdb,11252,5.1
rottentomatoes,11252,3.8
imdb,97020,6.1
tmdb,97020,5.8
rottentomatoes,97020,4.8
imdb,59965,5.1
tmdb,59965,5.9
rottentomatoes,59965,0.5
imdb,10577,4.9
tmdb,10577,5.0
rottentomatoes,10577,1.7
imdb,10191,8.1
tmdb,10191,7.8
rottentomatoes,10191,9.9
imdb,1578,8.2
tmdb,1578,8.0
rottentomatoes,1578,9.3
imdb,299687,5.2
tmdb,299687,5.9
rottentomatoes,299687,1.5
imdb,365222,7.1
tmdb,365222,7.0
imdb,38963,7.4
tmdb,38963,7.3
imdb,326,5.4
tmdb,326,5.3
rottentomatoes,326,6.9
imdb,280996,6.9
tmdb,280996,6.5
rottentomatoes,280996,8.8
imdb,664,6.4
tmdb,664,6.4
rottentomatoes,664,5.8
imdb,1090,7.1
tmdb,1090,7.0
rottentomatoes,1090,3.0
imdb,1623,7.2
tmdb,1623,7.1
rottentomatoes,1623,7.5
imdb,9268,6.1
tmdb,9268,6.0
rottentomatoes,9268,3.8
imdb,59967,7.4
tmdb,59967,6.8
rottentomatoes,59967,9.3
imdb,6023,7.0
tmdb,6023,7.2
rottentomatoes,6023,2.5
imdb,16690,5.8
tmdb,16690,6.4
rottentomatoes,16690,4.5
imdb,15070,6.2
tmdb,15070,6.5
rottentomatoes,15070,4.8
imdb,233,7.4
tmdb,233,7.2
rottentomatoes,233,8.9
imdb,293413,7.1
tmdb,293413,6.8
imdb,596650,8.3
tmdb,596650,7.8
imdb,1690,5.9
tmdb,1690,5.9
imdb,12689,6.3
tmdb,12689,6.4
rottentomatoes,12689,7.2
imdb,249070,5.7
tmdb,249070,5.8
rottentomatoes,249070,0.9
imdb,205022,6.1
tmdb,205022,6.6
rottentomatoes,205022,5.0
imdb,18823,5.8
tmdb,18823,5.9
rottentomatoes,18823,2.7
imdb,372519,3.3
tmdb,372519,7.3
imdb,11132,4.7
tmdb,11132,5.5
rottentomatoes,11132,1.4
imdb,322,7.9
tmdb,322,7.7
rottentomatoes,322,8.8
imdb,363676,7.4
tmdb,363676,7.1
rottentomatoes,363676,8.5
imdb,446893,6.1
tmdb,446893,7.5
rottentomatoes,446893,7.0
imdb,39104,7.1
tmdb,39104,6.7
imdb,1124,8.5
tmdb,1124,8.2
rottentomatoes,1124,7.6
imdb,10170,6.1
tmdb,10170,6.2
rottentomatoes,10170,7.2
imdb,11663,7.6
tmdb,11663,7.3
rottentomatoes,11663,8.9
imdb,27932,5.7
tmdb,27932,5.6
rottentomatoes,27932,2.5
imdb,15143,7.1
tmdb,15143,6.8
rottentomatoes,15143,7.8
imdb,10153,6.1
tmdb,10153,6.1
rottentomatoes,10153,1.1
imdb,21427,6.6
tmdb,21427,5.9
imdb,148284,7.1
tmdb,148284,6.5
imdb,437068,7.9
tmdb,437068,8.2
imdb,2016,7.0
tmdb,2016,6.7
imdb,121856,5.7
tmdb,121856,5.4
rottentomatoes,121856,1.8
imdb,9016,7.2
tmdb,9016,7.5
rottentomatoes,9016,6.9
imdb,68728,6.3
tmdb,68728,5.9
rottentomatoes,68728,5.7
imdb,8845,6.5
tmdb,8845,6.3
rottentomatoes,8845,7.9
imdb,11185,6.9
tmdb,11185,6.8
rottentomatoes,11185,2.8
imdb,44944,6.1
tmdb,44944,6.9
rottentomatoes,44944,3.2
imdb,10680,5.5
tmdb,10680,5.9
rottentomatoes,10680,2.0
imdb,335796,6.2
tmdb,335796,6.1
rottentomatoes,335796,8.2
imdb,9717,6.8
tmdb,9717,6.6
imdb,10879,5.3
tmdb,10879,5.4
rottentomatoes,10879,2.2
imdb,9339,6.4
tmdb,9339,6.2
rottentomatoes,9339,3.4
imdb,398535,7.8
tmdb,398535,7.2
imdb,9675,7.5
tmdb,9675,7.0
rottentomatoes,9675,9.7
imdb,248705,4.6
tmdb,248705,4.1
imdb,709,6.6
tmdb,709,6.3
imdb,420809,6.6
tmdb,420809,7.4
rottentomatoes,420809,4.0
imdb,17127,6.0
tmdb,17127,5.9
rottentomatoes,17127,5.2
imdb,28808,7.6
tmdb,28808,7.1
imdb,46261,5.6
tmdb,46261,5.7
imdb,24137,6.8
tmdb,24137,6.4
rottentomatoes,24137,8.5
imdb,11145,6.4
tmdb,11145,6.2
rottentomatoes,11145,6.4
imdb,635389,6.6
tmdb,635389,7.4
imdb,4543,7.5
tmdb,4543,7.3
imdb,2649,7.7
tmdb,2649,7.6
rottentomatoes,2649,7.4
imdb,340666,7.5
tmdb,340666,7.5
rottentomatoes,340666,7.4
imdb,273248,7.8
tmdb,273248,7.7
rottentomatoes,273248,7.5
imdb,432527,7.0
tmdb,432527,6.9
imdb,18410,6.1
tmdb,18410,6.3
rottentomatoes,18410,7.5
imdb,11671,6.7
tmdb,11671,6.3
rottentomatoes,11671,7.5
imdb,769,8.7
tmdb,769,8.5
rottentomatoes,769,9.6
imdb,287903,6.2
tmdb,287903,6.1
rottentomatoes,287903,6.6
imdb,71679,5.4
tmdb,71679,5.8
rottentomatoes,71679,2.9
imdb,281338,7.4
tmdb,281338,7.1
rottentomatoes,281338,9.4
imdb,384680,7.2
tmdb,384680,6.9
imdb,9923,5.9
tmdb,9923,6.0
rottentomatoes,9923,1.8
imdb,551808,3.4
tmdb,551808,4.7
rottentomatoes,551808,3.9
imdb,651,7.4
tmdb,651,7.1
rottentomatoes,651,8.7
imdb,1246,7.1
tmdb,1246,6.8
rottentomatoes,1246,7.7
imdb,9611,6.2
tmdb,9611,6.3
rottentomatoes,9611,7.3
imdb,15472,7.8
tmdb,15472,7.5
imdb,63849,7.2
tmdb,63849,6.5
imdb,4597,5.7
tmdb,4597,5.7
rottentomatoes,4597,4.0
imdb,71,7.7
tmdb,71,7.6
rottentomatoes,71,8.5
imdb,9452,6.8
tmdb,9452,6.4
rottentomatoes,9452,7.6
imdb,1573,7.1
tmdb,1573,6.9
rottentomatoes,1573,6.9
imdb,522681,6.4
tmdb,522681,6.5
rottentomatoes,522681,5.1
imdb,568620,5.4
tmdb,568620,6.8
imdb,808,7.9
tmdb,808,7.7
rottentomatoes,808,8.8
imdb,41177,7.3
tmdb,41177,6.5
imdb,39939,7.1
tmdb,39939,6.6
imdb,615457,7.4
tmdb,615457,8.3
imdb,334524,6.7
tmdb,334524,6.6
imdb,2020,5.1
tmdb,2020,5.2
rottentomatoes,2020,0.9
imdb,9396,5.7
tmdb,9396,5.8
rottentomatoes,9396,1.0
imdb,303857,7.3
tmdb,303857,6.8
imdb,213681,5.8
tmdb,213681,5.7
rottentomatoes,213681,3.4
imdb,18126,4.6
tmdb,18126,6.6
rottentomatoes,18126,4.3
imdb,11683,6.2
tmdb,11683,6.2
rottentomatoes,11683,7.4
imdb,62214,6.9
tmdb,62214,6.9
rottentomatoes,62214,8.7
imdb,10946,8.0
tmdb,10946,7.6
imdb,57157,6.3
tmdb,57157,5.7
rottentomatoes,57157,8.0
imdb,668742,5.6
tmdb,668742,6.8
imdb,26710,4.6
tmdb,26710,4.6
imdb,13448,6.7
tmdb,13448,6.7
rottentomatoes,13448,3.7
imdb,28178,8.1
tmdb,28178,8.0
rottentomatoes,28178,6.4
imdb,510,8.7
tmdb,510,8.4
rottentomatoes,510,9.4
imdb,10220,7.3
tmdb,10220,7.0
rottentomatoes,10220,6.5
imdb,13811,6.2
tmdb,13811,6.1
rottentomatoes,13811,3.3
imdb,112205,6.3
tmdb,112205,6.3
rottentomatoes,112205,2.8
imdb,9715,6.1
tmdb,9715,6.4
rottentomatoes,9715,2.6
imdb,455207,6.9
tmdb,455207,7.1
rottentomatoes,455207,9.1
imdb,14024,5.9
tmdb,14024,6.5
rottentomatoes,14024,1.5
imdb,18320,7.3
tmdb,18320,7.3
rottentomatoes,18320,7.6
imdb,11068,6.7
tmdb,11068,6.4
rottentomatoes,11068,7.9
imdb,46195,6.9
tmdb,46195,6.7
rottentomatoes,46195,7.2
imdb,14175,5.5
tmdb,14175,5.5
rottentomatoes,14175,3.2
imdb,48259,6.4
tmdb,48259,6.4
rottentomatoes,48259,8.1
imdb,54054,5.3
tmdb,54054,5.5
rottentomatoes,54054,0.2
imdb,302946,7.3
tmdb,302946,7.0
rottentomatoes,302946,5.2
imdb,13387,6.1
tmdb,13387,6.1
rottentomatoes,13387,3.9
imdb,31357,6.0
tmdb,31357,6.3
rottentomatoes,31357,5.6
imdb,115,8.1
tmdb,115,7.9
rottentomatoes,115,8.3
imdb,85870,6.9
tmdb,85870,6.4
imdb,415,3.8
tmdb,415,4.3
rottentomatoes,415,1.1
imdb,273477,6.3
tmdb,273477,6.5
rottentomatoes,273477,4.4
imdb,492611,3.8
tmdb,492611,5.9
imdb,310,6.8
tmdb,310,6.7
rottentomatoes,310,4.8
imdb,399796,5.6
tmdb,399796,6.2
rottentomatoes,399796,3.8
imdb,8055,7.6
tmdb,8055,7.4
rottentomatoes,8055,6.3
imdb,6435,6.3
tmdb,6435,6.7
rottentomatoes,6435,2.2
imdb,378,7.3
tmdb,378,7.0
rottentomatoes,378,9.1
imdb,412117,6.5
tmdb,412117,7.0
rottentomatoes,412117,6.0
imdb,17108,4.9
tmdb,17108,5.7
imdb,264660,7.7
tmdb,264660,7.6
imdb,188183,6.4
tmdb,188183,6.5
imdb,10664,6.5
tmdb,10664,6.6
imdb,26149,6.8
tmdb,26149,6.8
rottentomatoes,26149,6.3
imdb,38745,4.9
tmdb,38745,5.2
rottentomatoes,38745,2.0
imdb,61791,7.5
tmdb,61791,7.3
rottentomatoes,61791,8.2
imdb,127533,7.5
tmdb,127533,7.7
imdb,6076,6.5
tmdb,6076,6.2
imdb,75674,6.5
tmdb,75674,6.4
rottentomatoes,75674,2.7
imdb,1911,6.6
tmdb,1911,6.6
rottentomatoes,1911,3.3
imdb,36586,6.7
tmdb,36586,6.5
rottentomatoes,36586,5.7
imdb,308,7.2
tmdb,308,6.9
rottentomatoes,308,8.7
imdb,9849,5.1
tmdb,9849,5.6
rottentomatoes,9849,1.2
imdb,325133,5.7
tmdb,325133,5.8
rottentomatoes,325133,6.4
imdb,857,8.6
tmdb,857,8.2
rottentomatoes,857,9.3
imdb,9679,6.5
tmdb,9679,6.4
imdb,9084,5.9
tmdb,9084,6.3
imdb,28874,7.5
tmdb,28874,7.5
imdb,16323,7.0
tmdb,16323,6.8
imdb,1116,7.5
tmdb,1116,7.4
imdb,526,7.0
tmdb,526,7.0
rottentomatoes,526,6.7
imdb,48340,5.9
tmdb,48340,5.9
rottentomatoes,48340,2.9
imdb,506750,4.8
tmdb,506750,5.2
imdb,10249,6.5
tmdb,10249,6.5
rottentomatoes,10249,6.5
imdb,4916,5.6
tmdb,4916,6.0
